title,time,url,title_cut,title_rank
房价涨了又涨！老百姓：什么时候才能买得起房？,2018-04-30 19:12,http://www.sohu.com/a/229997660_335495,"['房价', '老百姓', '才能', '买得起']",-1
网上申办信用卡被骗11万！如果懂这些方法，根本不会被骗,2018-04-30 19:09,http://www.sohu.com/a/229903016_371463,"['网上', '申办', '信用卡', '被骗', '方法', '不会', '被骗']",-1
超级“美元周”！欧元、日元、英镑、澳元、黄金技术前景展望,2018-04-30 19:08,http://www.sohu.com/a/229997391_119759,"['美元', '欧元', '日元', '黄金', '技术', '前景', '展望']",-1
苹果将宣布给股东发1000亿美元“海外现金大红包”,2018-04-30 19:06,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5771670.shtml,"['苹果', '宣布', '股东', '海外', '现金', '大红包']",-1
移民丑闻震动英国政坛 首相痛失盟友,2018-04-30 19:00,http://www.sohu.com/a/229996961_119759,"['移民', '丑闻', '震动', '英国', '政坛', '痛失', '盟友']",-1
港交所迟来的大喜日子？连带恒指也“大起”527点！,2018-04-30 18:53,http://www.sohu.com/a/229995990_522913,"['港交所', '大喜', '日子', '连带', '恒指']",-1
欧元又跌了 首席分析师：最新的技术走势前瞻,2018-04-30 18:46,http://www.sohu.com/a/229995866_119759,"['欧元', '首席', '分析师', '技术', '走势', '前瞻']",-1
英镑：技术面这一区域料将止住跌势 近期政治局势恐加大左右走势,2018-04-30 18:44,http://www.sohu.com/a/229996141_119759,"['技术', '区域', '止住', '跌势', '政治局势', '加大', '走势']",-1
中国芯：AI是突破口吗？,2018-04-30 18:44,http://www.sohu.com/a/229999566_636050,"['中国芯', 'ai', '突破口']",-1
富士胶片对施乐的收购案被美国法院叫停,2018-04-30 18:39,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5682240.shtml,"['富士', '胶片', '施乐', '收购案', '美国法院', '叫停']",-1
奶粉巨头贝因美陨落：一年亏10个亿 为保壳卖29套房,2018-04-30 18:33,http://finance.sina.com.cn/stock/s/2018-04-30/doc-ifzvpatr5662871.shtml,"['奶粉', '巨头', '贝因美', '陨落', '保壳', '套房']",-1
德法两巨头接连访美，美欧贸易战悬于特朗普一念之间,2018-04-30 18:18,http://www.sohu.com/a/229994513_130887,"['巨头', '接连', '访美', '美欧', '贸易战', '悬于', '特朗普', '一念之间']",-1
聚美优品公布股票回购计划多元化发展进入收获期,2018-04-30 18:17,http://www.sohu.com/a/229994154_153054,"['聚美', '优品', '公布', '股票', '回购', '计划', '多元化', '发展', '进入', '收获期']",-1
行行有份难吃的苦！淘宝主播背后的辛酸,2018-04-30 18:16,http://www.sohu.com/a/229994153_335495,"['行行', '有份', '淘宝', '主播', '辛酸']",-1
英国零售“四巨头”变“三国杀”：Sainsbury&#39;s百亿美元买下沃尔玛Asda,2018-04-30 18:16,http://www.sohu.com/a/229993900_130887,"['英国', '零售', '巨头', '三国', 'sainsbury', '买下', '沃尔玛', 'asda']",-1
行走一带一路：一根丝线，牵动中塔两国情谊,2018-04-30 18:14,http://www.sohu.com/a/229993980_114731,"['行走', '一带', '丝线', '牵动', '中塔', '两国', '情谊']",-1
投行分析：欧元/美元技术面看跌继续 1.2000进入视线,2018-04-30 18:13,http://www.sohu.com/a/229994141_119759,"['投行', '分析', '欧元', '美元', '技术', '看跌', '继续', '进入', '视线']",-1
最后的倒计时！特朗普或引爆超级“核弹” 美元今夜又要发飙？,2018-04-30 18:12,http://www.sohu.com/a/229994216_119759,"['倒计时', '特朗普', '引爆', '核弹', '美元', '发飙']",-1
文在寅向金正恩提出韩半岛新经济构想,2018-04-30 18:05,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5577866.shtml,"['文在寅', '金正恩', '提出', '半岛', '经济', '构想']",-1
这个“最牛地级市”GDP赢过所有的省会城市 却赢不过广州？,2018-04-30 18:05,http://www.sohu.com/a/229993721_335495,"['地级市', 'gdp', '省会', '城市', '广州']",-1
中国PMI保持在景气区间 呈“三稳”特征,2018-04-30 17:56,http://www.sohu.com/a/229992822_123753,"['中国', 'pmi', '保持', '景气', '区间', '特征']",4
癌症患者的福音！5月1日起部分抗癌药零关税,2018-04-30 17:50,http://www.sohu.com/a/229992252_522913,"['癌症', '患者', '福音', '部分', '抗癌药', '零关税']",-1
松桃黄板镇5000头现代化种猪场项目竣工,2018-04-30 17:47,http://www.sohu.com/a/229992169_114731,"['松桃', '黄板镇', '现代化', '种猪场', '项目', '竣工']",-1
紧盯石油库存太落伍？OPEC欲转变焦点或令油市平添动荡,2018-04-30 17:46,http://www.sohu.com/a/229999597_420078,"['石油', '库存', '落伍', 'opec', '转变', '焦点', '油市', '平添', '动荡']",-1
天津东疆累计完成1122架飞机租赁业务,2018-04-30 17:45,http://www.sohu.com/a/229992212_267106,"['天津', '东疆', '累计', '完成', '架飞机', '租赁', '业务']",-1
港交所主席史美伦：5月中会赴京会见证监会等机构,2018-04-30 17:43,http://finance.sina.com.cn/stock/zqgd/2018-04-30/doc-ifzvpatr5504110.shtml,"['港交所', '主席', '史美伦', '中会', '赴京', '会见', '证监会', '机构']",-1
本周市场要“忙坏” 黄金能否盼来“救星”？,2018-04-30 17:40,http://www.sohu.com/a/229991588_119759,"['市场', '黄金', '能否', '盼来', '救星']",-1
警惕！这些上市公司年报业绩“掺水分”最严重,2018-04-30 17:40,http://finance.sina.com.cn/stock/report/2018-04-30/doc-ifzvpatr5495214.shtml,"['警惕', '上市公司', '年报', '业绩', '掺水']",-1
汾酒发布“控货通知” 经销商表示：肯定涨价,2018-04-30 17:29,http://finance.sina.com.cn/stock/s/2018-04-30/doc-ifzvpatr5467400.shtml,"['汾酒', '发布', '控货', '通知', '经销商', '表示', '肯定', '涨价']",-1
云图分析：黄金日内及本周走势预测,2018-04-30 17:29,http://www.sohu.com/a/229991221_119759,"['分析', '黄金', '日内及', '走势', '预测']",-1
“黑五月”对美股股民从来不友好 今年形势或更严峻,2018-04-30 17:27,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5463152.shtml,"['股民', '形势']",-1
分析师：看空趋势线形成！欧元/美元最新技术分析,2018-04-30 17:24,http://www.sohu.com/a/229990480_119759,"['分析师', '趋势', '形成', '欧元', '美元', '技术', '分析']",-1
卡特彼勒：我业绩这么好 你们为什么还抛售我,2018-04-30 17:21,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5446071.shtml,"['卡特彼勒', '业绩', '抛售']",-1
哈尔滨新航站楼投用 拓展空中经贸通道,2018-04-30 17:14,http://www.sohu.com/a/229989992_267106,"['哈尔滨', '航站楼', '投用', '拓展', '空中', '经贸', '通道']",-1
5月1日深化增值税改革助粤企获得税收优惠,2018-04-30 17:14,http://www.sohu.com/a/229990333_123753,"['深化', '增值税', '改革', '获得', '税收', '优惠']",-1
新规颁布外资可控股合资券商，综合实力较强的券商或面临历史机遇,2018-04-30 17:08,http://www.sohu.com/a/229990019_522913,"['颁布', '外资', '控股', '合资', '券商', '综合', '实力', '券商', '面临', '历史', '机遇']",-1
分析师：和平承诺不足以推动韩元持续上涨,2018-04-30 17:04,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5391335.shtml,"['分析师', '和平', '承诺', '不足以', '推动', '韩元']",-1
从广西玉湛高速公路案例看PPP实践创新做法,2018-04-30 17:03,http://www.sohu.com/a/229992477_480400,"['广西', '玉湛', '高速公路', '案例', 'ppp', '实践', '创新', '做法']",-1
2018财政风险：全球总体舒缓，局部压力聚集 | 社会科学报,2018-04-30 17:00,http://www.sohu.com/a/229990781_550962,"['财政', '风险', '全球', '总体', '局部', '压力', '聚集', '社会科学']",-1
5大不稳因素削弱港股上升动力 31000点受阻,2018-04-30 17:00,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr5373212.shtml,"['因素', '削弱', '港股', '上升', '动力', '受阻']",-1
通胀蓄势待发 美联储加息压力骤增,2018-04-30 16:54,http://www.sohu.com/a/229989123_130887,"['通胀', '蓄势待发', '美联储', '加息', '压力', '骤增']",-1
韩流外宣提出三大战略十大课题,2018-04-30 16:52,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5350024.shtml,"['韩流', '外宣', '提出', '三大', '战略', '十大', '课题']",-1
【提醒】有医保卡的注意！千万别随意借人买药，有人损失惨重,2018-04-30 16:40,http://www.sohu.com/a/230036597_148781,"['提醒', '医保卡', '注意', '千万别', '买药', '损失惨重']",-1
黄金、原油行情分析：空头进一步爆发！？,2018-04-30 16:27,http://www.sohu.com/a/229987607_119759,"['黄金', '原油', '分析', '空头', '爆发']",-1
“黑五月”对美股股民从来不友好！今年形势或更严峻,2018-04-30 16:19,http://www.sohu.com/a/229994956_420078,"['股民', '形势']",-1
港股上市新规生效恒指大涨1.74% 银行股领涨,2018-04-30 16:16,http://www.sohu.com/a/229987673_561670,"['港股', '上市', '生效', '恒指', '银行', '股领']",-1
澳元本周前瞻：聚焦三大看点，多头命悬一线,2018-04-30 16:15,http://www.sohu.com/a/229994275_420078,"['前瞻', '聚焦', '三大', '看点']",-1
广西：2025年建筑业总产值力争达到1万亿元,2018-04-30 16:12,http://www.sohu.com/a/229986827_267106,"['广西', '建筑业', '总产值', '力争', '达到']",-1
神雾集团引战取得实质性进展 A轮获金沙江资本投15亿,2018-04-30 16:05,http://finance.sina.com.cn/stock/s/2018-04-30/doc-ifzvpatr5195576.shtml,"['神雾', '集团', '引战', '取得', '实质性', '进展', '金沙江', '资本']",-1
欧市盘前：美指企稳于91关口上方，大宗商品短线跳水,2018-04-30 16:05,http://www.sohu.com/a/229993600_420078,"['欧市', '盘前', '美指', '企稳', '关口', '商品', '跳水']",-1
中国铁矿石期货来袭，五一假期大宗市场涛声依旧,2018-04-30 16:04,http://www.sohu.com/a/229994009_420078,"['中国', '铁矿石', '期货', '市场', '涛声']",-1
美国钻井数攀升狙击涨势，原油多头绝不会轻易就范,2018-04-30 16:01,http://www.sohu.com/a/229993853_420078,"['美国', '钻井', '攀升', '狙击', '涨势', '原油', '绝不会', '就范']",-1
三星计划简化所有权结构 李氏家族控制力或将减弱,2018-04-30 16:00,http://www.sohu.com/a/229986237_561670,"['三星', '计划', '简化', '所有权', '结构', '李氏家族', '控制力', '减弱']",-1
透视全国首个幼儿托育地方规范：孩子需要最有力保护,2018-04-30 15:51,http://finance.sina.com.cn/roll/2018-04-30/doc-ifzvpatr5143027.shtml,"['透视', '全国', '幼儿', '托育', '地方', '规范', '孩子', '需要', '有力', '保护']",-1
致敬新时代劳动者：写在“五一”国际劳动节到来之际,2018-04-30 15:48,http://finance.sina.com.cn/roll/2018-04-30/doc-ifzvpatr5132032.shtml,"['致敬', '时代', '劳动者', '国际', '劳动节', '到来之际']",-1
两辆FF样车运抵北京 贾跃亭造车计划会否迎来转机？,2018-04-30 15:45,http://finance.sina.com.cn/stock/s/2018-04-30/doc-ifzvpatr5122454.shtml,"['ff', '样车', '运抵', '北京', '贾跃亭', '造车', '计划', '会否', '迎来', '转机']",-1
4月份中国制造业PMI为51.4% 保持在景气区间,2018-04-30 15:44,http://www.xinhuanet.com/fortune/2018-04/30/c_1122765803.htm,"['月份', '中国', '制造业', 'pmi', '保持', '景气', '区间']",4
今夜聚焦美元？技术分析：欧元/美元、英镑/美元最新走势展望,2018-04-30 15:42,http://www.sohu.com/a/229985000_119759,"['聚焦', '美元', '技术', '分析', '欧元', '美元', '美元', '走势', '展望']",12
布伦特原油跌幅扩大至2% 逼近73美元/桶关口,2018-04-30 15:37,http://finance.sina.com.cn/stock/hyyj/2018-04-30/doc-ifzvpatr5093463.shtml,"['布伦特', '原油', '扩大', '逼近', '美元', '关口']",-1
纽大教授陈凯丰:参加巴菲特股东大会主要是感受气氛,2018-04-30 15:37,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5091883.shtml,"['纽大', '教授', '凯丰', '参加', '巴菲特', '股东大会', '感受', '气氛']",-1
商周特写 | 华尔街大型投行掀起全面科技军备竞赛,2018-04-30 15:30,http://www.sohu.com/a/229985106_320672,"['特写', '华尔街', '投行', '掀起', '全面', '科技', '军备竞赛']",-1
谁会是中国的Netflix？,2018-04-30 15:30,http://www.sohu.com/a/229984936_320672,"['中国', 'netflix']",-1
Fed利率决策、通胀就业数据登场 美债面临多空摊牌,2018-04-30 15:29,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5065101.shtml,"['fed', '利率', '决策', '通胀', '就业', '数据', '登场', '美国', '面临', '摊牌']",-1
中国电影票房造假史：制片、发行、院线的权利游戏,2018-04-30 15:28,http://finance.sina.com.cn/china/gncj/2018-04-30/doc-ifzvpatr5061186.shtml,"['中国', '电影票房', '造假', '制片', '发行', '院线', '权利', '游戏']",-1
一周科技股季报“检验”后，亚马逊和阿里成为市场选择,2018-04-30 15:26,http://www.sohu.com/a/229984339_130887,"['科技股', '季报', '检验', '亚马逊', '阿里', '成为', '市场', '选择']",-1
托克首度在中国发行人民币计价债券 筹资5亿元人民币,2018-04-30 15:22,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr5040668.shtml,"['托克', '首度', '中国', '发行', '人民币', '计价', '债券', '筹资', '人民币']",-1
中信点评4月PMI：制造业表现平稳 需求走弱亟待解决,2018-04-30 15:12,http://finance.sina.com.cn/china/gncj/2018-04-30/doc-ifzvpatr5004469.shtml,"['中信', '点评', 'pmi', '制造业', '表现', '需求', '走弱', '亟待解决']",-1
93亿净利没了？雅戈尔会计伎俩“出表并表”策略详解,2018-04-30 15:10,http://finance.sina.com.cn/stock/s/2018-04-30/doc-ifzvpatr4998433.shtml,"['净利', '雅戈尔', '会计', '伎俩', '出表', '策略', '详解']",-1
易信金融:非美短线空头获利出逃 不代表后市持续反弹,2018-04-30 15:06,http://finance.sina.com.cn/money/forex/forexfxyc/2018-04-30/doc-ifzvpatr4984833.shtml,"['易信', '金融', '非美', '空头', '获利', '出逃', '代表', '后市']",-1
国内钢市补库需求释放 铁矿石市场处于波动行情,2018-04-30 15:04,http://www.sohu.com/a/229983435_267106,"['国内', '钢市', '补库', '需求', '释放', '铁矿石', '市场', '处于', '波动']",-1
【4月PMI点评】制造业表现平稳，需求走弱亟待解决,2018-04-30 15:01,http://www.sohu.com/a/229989728_618350,"['pmi', '点评', '制造业', '表现', '需求', '走弱', '亟待解决']",-1
决策分析：美元持稳、黄金又破1320 今晚大行情来了！,2018-04-30 15:01,http://www.sohu.com/a/229983331_119759,"['决策分析', '美元', '黄金']",-1
雅戈尔Q1净利润由预增86.8亿调为减少7.5亿 股民…,2018-04-30 15:00,http://finance.sina.com.cn/stock/s/2018-04-30/doc-ifzvpatr4953217.shtml,"['雅戈尔', 'q1', '净利润', '预增', '调为', '减少', '股民']",-1
城市排行洗牌，要发展最终还是得抢人！,2018-04-30 14:59,http://www.sohu.com/a/229982861_153583,"['城市', '排行', '洗牌', '发展']",-1
4月份PMI指数继续保持在景气区间 经济运行平稳,2018-04-30 14:59,http://finance.sina.com.cn/china/gncj/2018-04-30/doc-ifzvpatr4948934.shtml,"['月份', 'pmi', '指数', '继续', '保持', '景气', '区间', '经济运行']",4
4月份中国制造业PMI为51.4% 保持在景气区间,2018-04-30 14:57,http://finance.sina.com.cn/roll/2018-04-30/doc-ifzvpatr4945108.shtml,"['月份', '中国', '制造业', 'pmi', '保持', '景气', '区间']",4
广西今年计划减少农村贫困人口115万人,2018-04-30 14:55,http://www.sohu.com/a/229982640_267106,"['广西', '计划', '减少', '农村', '贫困人口']",-1
交行连平评4月PMI：高技术产业可能迎来加速发展期,2018-04-30 14:49,http://finance.sina.com.cn/china/gncj/2018-04-30/doc-ifzvpatr4915152.shtml,"['交行', '连平', 'pmi', '高技术', '产业', '迎来', '加速', '发展期']",-1
韩股收涨近1% 现代商船涨逾20% 受韩朝合作预期提振,2018-04-30 14:47,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr4907488.shtml,"['收涨', '商船', '韩朝', '合作', '预期', '提振']",-1
全球央行重启“货币冷战”？美元进一步走强风险加大,2018-04-30 14:41,http://www.sohu.com/a/229981689_119759,"['全球', '央行', '重启', '货币', '冷战', '美元', '风险', '加大']",-1
美马拉松原油将以逾200亿美元收购同业Andeavor…,2018-04-30 14:36,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr4868165.shtml,"['美国', '马拉松', '原油', '收购', '同业', 'andeavor']",-1
比特币的巨大阴影：日本那个大户又要抛了？,2018-04-30 14:35,http://www.sohu.com/a/229981644_130887,"['比特币', '阴影', '日本', '大户']",-1
就贸易问题与世界为敌？留给特朗普抉择的时间不多了,2018-04-30 14:33,http://www.sohu.com/a/229988513_420078,"['贸易', '问题', '世界', '留给', '特朗普', '抉择', '时间', '不多']",-1
黄金技术分析：100日均线再次告急 短期关注1310支撑,2018-04-30 14:29,http://www.sohu.com/a/229981251_119759,"['黄金', '技术', '分析', '均线', '告急', '关注', '支撑']",-1
徐彪解读年报：主板业绩增速下滑 成长行业业绩转好,2018-04-30 14:18,http://finance.sina.com.cn/stock/hyyj/2018-04-30/doc-ifzvpatr4801884.shtml,"['徐彪', '年报', '主板', '业绩', '增速', '下滑', '成长', '行业', '业绩', '转好']",-1
炒房不如炒蒜？ 蒜价狂跌九成带来啥启示？,2018-04-30 14:15,http://www.sohu.com/a/229980734_104543,"['炒房', '蒜价', '狂跌', '带来', '启示']",-1
原油技术分析：短期未摆脱震荡 看多情绪依旧谨慎,2018-04-30 14:15,http://www.sohu.com/a/229980743_119759,"['原油', '技术', '分析', '摆脱', '震荡', '情绪']",-1
机构：黄金跌势暂止 或进一步上扬！,2018-04-30 14:14,http://www.sohu.com/a/229980494_119759,"['机构', '黄金', '跌势', '暂止', '上扬']",-1
为什么市场经济中要避免垄断，却允许垄断企业存在？,2018-04-30 14:10,http://www.sohu.com/a/229980447_614005,"['市场经济', '避免', '垄断', '允许', '垄断', '企业', '存在']",-1
美银：下调港股比亚迪评级至“中性” 目标价59.3元,2018-04-30 14:06,http://finance.sina.com.cn/stock/hyyj/2018-04-30/doc-ifzvpatr4755220.shtml,"['美银', '下调', '港股', '比亚迪', '评级', '中性', '目标价']",-1
劳动者们看过来，习主席有话对你说(视频),2018-04-30 14:00,http://www.sohu.com/a/229980340_115239,"['劳动者', '主席']",-1
五一小长假国内成品油价上调，未来原油定价权可否属于中国？,2018-04-30 13:59,http://www.sohu.com/a/229976031_522913,"['长假', '国内', '成品油', '上调', '原油', '定价权', '可否', '属于', '中国']",-1
可怕的“射击星”——美元短期要见顶了？,2018-04-30 13:50,http://www.sohu.com/a/229979634_119759,"['射击', '美元']",-1
“区块链概念”旅游强势来袭，再也不用为换钱而抓狂了,2018-04-30 13:46,http://www.sohu.com/a/229985552_420078,"['区块链', '概念', '旅游', '强势', '不用', '换钱', '抓狂']",-1
半个世纪以来，美国福利制度花了多少钱？,2018-04-30 13:41,http://www.sohu.com/a/229978873_614005,"['美国', '福利制度', '多少钱']",-1
93券商资管业务收入全榜单:一线梯队大洗牌 东证第一,2018-04-30 13:36,http://finance.sina.com.cn/stock/y/2018-04-30/doc-ifzvpatr4646261.shtml,"['券商', '资管', '业务收入', '榜单', '梯队', '洗牌', '东证']",-1
特写:雅居乐欲筹贷60亿港元 调高付息以吸引银行参贷,2018-04-30 13:30,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr4624842.shtml,"['特写', '雅居乐', '筹贷', '付息', '吸引', '银行', '参贷']",-1
FOMC决议和非农齐袭 本周美元多头能否再度爆发？,2018-04-30 13:25,http://www.sohu.com/a/229978237_119759,"['fomc', '决议', '齐袭', '美元', '能否', '爆发']",-1
60亿私募睿策投资 主动清仓为哪般,2018-04-30 13:16,http://finance.sina.com.cn/stock/zldx/2018-04-30/doc-ifzvpatr4578957.shtml,"['睿策', '投资', '清仓']",-1
明天起，这些新规将影响你的生活！,2018-04-30 13:14,http://www.sohu.com/a/229982637_398039,"['规将', '影响', '生活']",10
超六成公司一季报业绩增长 81股中期业绩预增超50%,2018-04-30 13:09,http://finance.sina.com.cn/stock/hyyj/2018-04-30/doc-ifzvpatr4551492.shtml,"['公司', '季报', '业绩', '业绩', '预增']",-1
欧元/美元、英镑/美元4月30日最新交易策略,2018-04-30 13:03,http://www.sohu.com/a/229977121_119759,"['欧元', '美元', '美元', '交易', '策略']",12
港股单日突破百天线难作准 31000短期阻力仍大,2018-04-30 12:59,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4510347.shtml,"['港股', '单日', '突破', '天线', '作准', '阻力']",-1
"马克龙访美赠特朗普的树苗 从白宫草坪神秘""消失""",2018-04-30 12:49,http://finance.sina.com.cn/stock/usstock/c/2018-04-30/doc-ifzvpatr4476790.shtml,"['马克', '访美', '特朗普', '树苗', '白宫', '草坪', '消失']",-1
4月份PMI指数继续保持在景气区间 经济运行平稳,2018-04-30 12:48,http://www.sohu.com/a/229975965_267106,"['月份', 'pmi', '指数', '继续', '保持', '景气', '区间', '经济运行']",4
招银国际：恒指仍有待突破 旧经济股季绩佳,2018-04-30 12:47,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4468902.shtml,"['招银', '国际', '恒指', '有待', '突破', '经济', '季绩']",-1
美国调查华为 或因担忧5G竞争落后中国,2018-04-30 12:34,http://finance.sina.com.cn/stock/stockptd/2018-04-30/doc-ifzvpatr4421216.shtml,"['美国', '调查', '华为', '担忧', '5g', '竞争', '中国']",-1
对格力电器的不分红不妨多一份包容,2018-04-30 12:34,http://finance.sina.com.cn/stock/s/2018-04-30/doc-ifzvpatr4421179.shtml,"['格力电器', '分红', '不妨', '包容']",-1
监管出手百万医疗险 除“续保风险”外还有这些地方要小心,2018-04-30 12:34,http://www.sohu.com/a/229975642_313745,"['监管', '出手', '医疗险', '续保', '风险', '地方', '小心']",-1
申万宏源：恒指先跌后回升，但一周累计,2018-04-30 12:33,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4417103.shtml,"['申万', '宏源', '恒指', '回升', '累计']",-1
乐视网亏损138亿，难道就没有未来了吗？,2018-04-30 12:33,http://www.sohu.com/a/229975616_522913,"['乐视网', '亏损', '没有']",-1
国都香港：环球股市恐真见顶 五穷料难捱,2018-04-30 12:30,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4407161.shtml,"['香港', '环球', '股市', '穷料']",-1
光大新鸿基：港股昨日高开293点 收涨272点,2018-04-30 12:26,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4394806.shtml,"['光大', '新鸿基', '港股', '收涨']",-1
光一科技商誉触雷，净利猛跌715.18%,2018-04-30 12:10,http://www.sohu.com/a/229973834_114731,"['科技', '商誉', '触雷', '净利', '猛跌']",-1
合资品牌的焦虑和反击,2018-04-30 12:10,http://www.sohu.com/a/229973837_114731,"['合资', '品牌', '反击']",-1
东方通“商誉地雷”炸了，未来风险还有,2018-04-30 12:10,http://www.sohu.com/a/229973576_114731,"['东方', '商誉', '地雷', '风险']",-1
全球领先指标？东南亚股市“先崩为敬”,2018-04-30 12:10,http://www.sohu.com/a/229973840_130887,"['全球', '领先', '指标', '东南亚', '股市', '崩为']",-1
合众人寿被传“引战”上市 却惨遭穆迪下调评级,2018-04-30 12:09,http://www.sohu.com/a/229973826_114731,"['合众', '人寿', '引战', '上市', '惨遭', '穆迪', '下调', '评级']",-1
美科技股“光环”背后藏隐忧,2018-04-30 12:09,http://www.sohu.com/a/229973913_114731,"['美国', '科技股', '光环', '隐忧']",-1
中兴华为皆是谈判筹码？(美国乱弹),2018-04-30 12:09,http://www.sohu.com/a/229973822_114731,"['中兴', '华为', '谈判', '筹码', '美国', '乱弹']",-1
60亿私募睿策投资 主动清仓为哪般,2018-04-30 12:09,http://www.sohu.com/a/229973633_114731,"['睿策', '投资', '清仓']",-1
拟清仓滨海农商行股权 北方信托为何舍弃“10年情”,2018-04-30 12:09,http://www.sohu.com/a/229973825_114731,"['清仓', '滨海', '商行', '股权', '信托', '舍弃']",-1
耀才证券植耀辉：特朗普唱好美股 汇控季绩有憧憬,2018-04-30 12:09,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4325403.shtml,"['耀才证券', '植耀辉', '特朗普', '汇控', '季绩', '憧憬']",-1
中国电建汇兑损失拖累盈利,2018-04-30 12:09,http://www.sohu.com/a/229974016_114731,"['中国', '电建', '汇兑', '损失', '拖累', '盈利']",-1
金融市场加速开放将给中国股市带来四大变化,2018-04-30 12:09,http://www.sohu.com/a/229973732_114731,"['金融市场', '加速', '开放', '中国', '股市', '带来', '四大', '变化']",-1
对格力电器的不分红不妨多一份包容,2018-04-30 12:09,http://www.sohu.com/a/229973562_114731,"['格力电器', '分红', '不妨', '包容']",-1
手续费和佣金成最大“黑洞”,2018-04-30 12:09,http://www.sohu.com/a/229974010_114731,"['手续费', '佣金', '黑洞']",-1
跨境金融彰显战略优势， 专业服务源自真诚用心,2018-04-30 12:09,http://www.sohu.com/a/229973914_114731,"['跨境', '金融', '彰显', '战略', '优势', '专业', '服务', '源自', '用心']",-1
四条建议教你如何高效投资(东方红资产管理投教专栏),2018-04-30 12:09,http://www.sohu.com/a/229974012_114731,"['建议', '投资', '东方红', '资产', '管理', '投教', '专栏']",-1
冷飞：假设尾佣要消失，基金销售第三方如何突围(谈股论基),2018-04-30 12:09,http://www.sohu.com/a/229973736_114731,"['冷飞', '假设', '消失', '基金', '销售', '突围', '股论']",-1
昔日“地王”绿地踏错市场节奏？,2018-04-30 12:09,http://www.sohu.com/a/229973637_114731,"['绿地', '市场', '节奏']",-1
股价连续下跌，拒不分红的格力电器妥协了,2018-04-30 12:09,http://www.sohu.com/a/229974020_114731,"['股价', '分红', '格力电器', '妥协']",13
彩虹光年报逾期或摘牌 主办券商11次提示风险,2018-04-30 12:09,http://www.sohu.com/a/229973917_114731,"['彩虹', '光年', '摘牌', '券商', '提示', '风险']",-1
中国原油期货“满月” 表现已超阿曼油,2018-04-30 12:08,http://www.sohu.com/a/229973821_114731,"['中国', '原油期货', '表现', '阿曼']",-1
英皇证券：汇控季绩周五出炉 俄铝现阶段只宜投机,2018-04-30 12:06,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4313168.shtml,"['英皇', '证券', '汇控', '季绩', '出炉', '投机']",-1
重磅事件云集！机构：欧元、英镑、澳元及原油本周交易策略,2018-04-30 12:05,http://www.sohu.com/a/229973498_119759,"['重磅', '事件', '云集', '机构', '欧元', '原油', '交易', '策略']",-1
南华金融：期指5月走势改善 恒指上望100天线,2018-04-30 12:04,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4299007.shtml,"['南华', '金融', '期指', '走势', '改善', '恒指', '上望', '天线']",-1
租房入学、多校划片，这些政策让学区房悬了？,2018-04-30 12:04,http://www.sohu.com/a/229973707_561670,"['租房', '入学', '划片', '政策', '学区']",-1
中国金洋：恒指短期阻力50天线约30700点附近水平,2018-04-30 12:01,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4283840.shtml,"['中国', '金洋', '恒指', '阻力', '天线', '水平']",-1
耀才证券陈伟聪：恒指有望再挑战50天线,2018-04-30 12:00,http://finance.sina.com.cn/stock/hkstock/marketalerts/2018-04-30/doc-ifzvpatr4274362.shtml,"['耀才证券', '陈伟聪', '恒指', '有望', '挑战', '天线']",-1
